id,action_sequence,first_action_rb,fact,ai_assistance
ix61g,1265-105-113-105-21355-977-735-1126-105-775-105-20022-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
znf91,1159-105-775-105-886-735-1127-105-4129-105-20022-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
in0jo,989-105-4037-105-21355-977-735-905-105-775-105-910,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
ekxx8,1042-105-4037-105-17980-1045-735-1072-105-113-105-1130,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
xs1wg,1076-658-621-4004-775-871-694-775-112-20278-1104,['775'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 11 thao tác. Chỉ số hỗn loạn (Entropy): 3.28.",G=G027|TAG=RB4|P=HIGH|COUNT=7|REP=e5y7l|A=775|ABA=0|Buniq=0
w4fk1,1244-105-4129-105-978-735-976-105-110-105-910,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 11 thao tác. Chỉ số hỗn loạn (Entropy): 2.73.",G=G013|TAG=ANCHOR_LOOP|P=LOW|COUNT=16|REP=bje4l|A=105|ABA=2|Buniq=2
d5az5,905-105-775-105-20278-995-735-1127-105-4129-105-20022-1045,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
gkoia,2736-102-4129-113-103-4507-102-1012-4507,['4507'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 9 thao tác. Chỉ số hỗn loạn (Entropy): 2.73.",G=G008|TAG=RB4|P=HIGH|COUNT=23|REP=dzhi2|A=102|ABA=0|Buniq=0
voigo,1001-979-108-2736-1101-1126-775-102-1126,['1126'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 9 thao tác. Chỉ số hỗn loạn (Entropy): 2.95.",G=G049|TAG=RB4|P=HIGH|COUNT=1|REP=voigo|A=1126|ABA=0|Buniq=0
ff9fi,1042-105-112-105-15342-975-735-1353-105-4129-105-1117,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
jz6ku,775-102-4037-775-103-867-102-976-775,['775'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 9 thao tác. Chỉ số hỗn loạn (Entropy): 2.42.",G=G034|TAG=RB4|P=MED|COUNT=4|REP=q6vbj|A=775|ABA=0|Buniq=0
tp60a,1159-105-113-105-849-735-992-105-4004-105-21355-1104,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
yb58z,1076-658-621-4037-113-8351-694-113-115-15342-1027,['113'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 11 thao tác. Chỉ số hỗn loạn (Entropy): 3.28.",G=G035|TAG=RB4|P=HIGH|COUNT=3|REP=jwwpf|A=113|ABA=0|Buniq=0
cd9ej,21355-1080-103-20022-1080,['1080'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G016|TAG=RB4|P=HIGH|COUNT=13|REP=inc5x|A=1080|ABA=0|Buniq=0
xqjn0,976-105-108-105-20278-995-735-989-105-4037-105-20022-1104,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
prorr,21355-1045-103-21606-1045,['1045'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G019|TAG=RB4|P=HIGH|COUNT=12|REP=w9aqk|A=1045|ABA=0|Buniq=0
h2xwh,1353-105-4129-105-20278-1080-735-992-105-4037-105-20022-995,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
id8sd,1159-105-113-105-15881-1071-735-1126-105-4037-105-15881-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
ekhgy,20022-1071-103-21040-1071,['1071'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G023|TAG=RB4|P=HIGH|COUNT=10|REP=hfww0|A=1071|ABA=0|Buniq=0
xizl3,992-105-112-105-15342-1071-735-1072-105-110-105-21040-977,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
u9ue7,976-105-4004-105-15881-1080-735-1244-105-108-105-20278-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
xp1wr,20278-1027-103-20278-1059,['20278'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G020|TAG=RB4|P=HIGH|COUNT=12|REP=b5j48|A=20278|ABA=0|Buniq=0
b7p6m,106-4822-21355-1045-103-164-858-975-682-21040-975,['975'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 11 thao tác. Chỉ số hỗn loạn (Entropy): 3.28.",G=G025|TAG=RB4|P=HIGH|COUNT=9|REP=q9t89|A=975|ABA=0|Buniq=0
zgi5n,992-105-775-105-978-735-1126-105-4037-105-21606-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
s6ojo,992-105-4507-105-21355-995-735-1243-105-108-105-20278-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
m69u5,20278-1071-103-21040-1071,['1071'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G023|TAG=RB4|P=HIGH|COUNT=10|REP=hfww0|A=1071|ABA=0|Buniq=0
xh3eu,20278-1071-103-20278-995,['20278'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G020|TAG=RB4|P=HIGH|COUNT=12|REP=b5j48|A=20278|ABA=0|Buniq=0
tajz9,1455-105-110-105-910-735-1127-105-113-105-21040-977,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
oi5ns,907-105-113-105-1357-735-1159-105-113-105-21040-975,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
l9qa9,979-105-113-105-887-735-907-105-4004-105-17980-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
sp3de,1076-658-606-179-2578-113-989-606-179-989-113-1455,['989'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G026|TAG=RB4|P=HIGH|COUNT=8|REP=hcumo|A=606|ABA=0|Buniq=0
jrg24,976-105-110-105-20278-995-735-1126-105-4129-105-21355-1104,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
yfv4b,21606-1104-103-21040-1104,['1104'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G017|TAG=RB4|P=HIGH|COUNT=13|REP=qqhd8|A=1104|ABA=0|Buniq=0
gcpg4,1265-105-4037-105-8351-735-1455-105-4004-105-21606-1045,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
p7mys,20278-1104-103-20022-1104,['1104'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G017|TAG=RB4|P=HIGH|COUNT=13|REP=qqhd8|A=1104|ABA=0|Buniq=0
o8jcg,1195-105-4004-105-21355-1068-735-906-105-113-105-946,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
pi2ay,21040-975-103-21040-1045,['21040'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G015|TAG=RB4|P=HIGH|COUNT=16|REP=heh2o|A=21040|ABA=0|Buniq=0
fzui0,1265-105-775-105-881-735-1265-105-4507-105-20278-1104,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
kdrwq,1072-105-4004-105-17980-1080-735-906-105-110-105-20022-1045,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
cx0qf,17980-1059-103-17980-1027,['17980'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G007|TAG=RB4|P=HIGH|COUNT=26|REP=daamb|A=17980|ABA=0|Buniq=0
h0pvm,976-105-4507-105-15342-1045-735-1265-105-112-105-833,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
szhpt,976-105-4037-105-21040-1027-735-906-105-4004-105-21606-995,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
q71vx,989-105-4004-105-21040-975-735-976-105-775-105-21355-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
i6gzu,621-714-4425-108-4187-606-714-4187-775-114,['4187'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 10 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G010|TAG=RB4|P=HIGH|COUNT=19|REP=n5apk|A=714|ABA=0|Buniq=0
a5tt0,17980-977-103-17980-1104,['17980'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G007|TAG=RB4|P=HIGH|COUNT=26|REP=daamb|A=17980|ABA=0|Buniq=0
zu408,21606-975-103-21606-1068,['21606'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G006|TAG=RB4|P=HIGH|COUNT=28|REP=v7sm8|A=21606|ABA=0|Buniq=0
f8ilc,1072-105-4037-105-10795-735-905-105-4129-105-20278-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
fzlrg,20022-1045-103-20022-1104,['20022'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G011|TAG=RB4|P=HIGH|COUNT=18|REP=yydm9|A=20022|ABA=0|Buniq=0
vzybu,1072-105-4129-105-17980-1068-735-1126-105-775-105-833,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
rqyh3,1159-105-775-105-10795-735-1353-105-775-105-20022-977,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
q0atg,15342-1027-103-15342-975,['15342'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G012|TAG=RB4|P=HIGH|COUNT=17|REP=jymh9|A=15342|ABA=0|Buniq=0
tbedl,907-105-775-105-15342-1080-735-1244-105-4507-105-21040-995,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
xmzlw,20022-1059-103-20278-1059,['1059'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G030|TAG=RB4|P=HIGH|COUNT=5|REP=cisml|A=1059|ABA=0|Buniq=0
gsq2f,1072-105-113-105-17980-1068-735-976-105-4004-105-20278-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
nq3d6,1455-105-4129-105-20022-1080-735-979-105-4129-105-20022-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.62.",G=G005|TAG=ANCHOR_LOOP|P=LOW|COUNT=32|REP=lsokt|A=105|ABA=2|Buniq=1
cyzro,1195-105-4507-105-21040-1027-735-1042-105-108-105-17980-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
dlrov,1265-105-4037-105-21040-1068-735-1126-105-775-105-21040-975,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
v6ohb,1159-105-4129-105-15342-1104-735-1244-105-4129-105-21355-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 2.93.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
vfl7s,905-105-775-105-910-735-976-105-775-105-1016,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 11 thao tác. Chỉ số hỗn loạn (Entropy): 2.55.",G=G038|TAG=ANCHOR_LOOP|P=LOW|COUNT=2|REP=ctz1i|A=105|ABA=2|Buniq=1
m1rbm,905-105-4129-105-15881-1027-735-1243-105-108-105-21040-977,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
fwfjv,1126-105-113-105-881-735-1159-105-113-105-21355-1068,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
edckz,20278-977-103-21040-977,['977'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G018|TAG=RB4|P=HIGH|COUNT=13|REP=ykzyz|A=977|ABA=0|Buniq=0
oqyok,20278-1071-103-20278-977,['20278'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G020|TAG=RB4|P=HIGH|COUNT=12|REP=b5j48|A=20278|ABA=0|Buniq=0
ywzcg,976-105-775-105-8351-735-1126-105-775-105-20278-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
khb1s,1455-105-775-105-15881-977-735-1353-105-775-105-910,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.75.",G=G004|TAG=ANCHOR_LOOP|P=LOW|COUNT=82|REP=mc20l|A=105|ABA=2|Buniq=1
nmvf8,1243-105-4507-105-10795-735-1455-105-4129-105-21606-1104,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
b44ig,21040-995-103-21606-995,['995'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G021|TAG=RB4|P=HIGH|COUNT=11|REP=hq70a|A=995|ABA=0|Buniq=0
w2puv,17980-977-103-20022-977,['977'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G018|TAG=RB4|P=HIGH|COUNT=13|REP=ykzyz|A=977|ABA=0|Buniq=0
eqq7l,905-105-4004-105-869-735-1455-105-112-105-15342-1059,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
b90xy,1455-105-4004-105-20022-1045-735-1012-105-4129-105-15342-975,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
zqa27,1353-105-113-105-21355-1068-735-1012-105-775-105-1130,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
w57mb,905-105-4004-105-849-735-989-105-113-105-15342-1080,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
u3ifi,992-105-4004-105-21606-1045-735-1195-105-110-105-1130,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 12 thao tác. Chỉ số hỗn loạn (Entropy): 2.92.",G=G002|TAG=ANCHOR_LOOP|P=LOW|COUNT=255|REP=kb4kc|A=105|ABA=2|Buniq=2
qfe08,1455-105-4004-105-20278-1068-735-1159-105-110-105-17980-1027,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 13 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
can9l,21606-977-103-21606-1104,['21606'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 5 thao tác. Chỉ số hỗn loạn (Entropy): 1.92.",G=G006|TAG=RB4|P=HIGH|COUNT=28|REP=v7sm8|A=21606|ABA=0|Buniq=0
